dataset_variant,dataset_group,probability_type,horizon_year,comparison,model_a,model_b,estimate_a,interval_type_a,uncertainty_sd_a,interval_lower_95_a,interval_median_50_a,interval_upper_95_a,estimate_b,interval_type_b,uncertainty_sd_b,interval_lower_95_b,interval_median_50_b,interval_upper_95_b,delta_interval_type,delta_probability,delta_uncertainty_sd,delta_interval_lower_95,delta_interval_median_50,delta_interval_upper_95,abs_delta_probability
merged_site_adjusted,Merged,risk,10,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.344918,95% CI,0.086238,0.084875,0.242754,0.397181,0.344135,95% CrI,0.04068,0.266554,0.34439,0.420344,95% uncertainty interval,-7.83e-4,0.099226,-0.117533,0.100475,0.263044,7.83e-4
merged_site_adjusted,Merged,risk,10,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.356383,95% CI,0.042468,0.290025,0.358047,0.454659,0.344135,95% CrI,0.04068,0.266554,0.34439,0.420344,95% uncertainty interval,-0.012248,0.05838,-0.129316,-0.011607,0.101903,0.012248
merged_site_adjusted,Merged,risk,10,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.344135,95% CrI,0.04068,0.266554,0.34439,0.420344,95% uncertainty interval,-0.006488,0.075951,-0.162247,-0.007088,0.133213,0.006488
merged_site_adjusted,Merged,risk,10,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.356383,95% CI,0.042468,0.290025,0.358047,0.454659,0.344918,95% CI,0.086238,0.084875,0.242754,0.397181,95% CI,-0.011465,0.101609,-0.284592,-0.112935,0.11187,0.011465
merged_site_adjusted,Merged,risk,10,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.344918,95% CI,0.086238,0.084875,0.242754,0.397181,95% CI,-0.005705,0.112533,-0.30565,-0.107977,0.139891,0.005705
merged_site_adjusted,Merged,risk,10,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.350623,95% CI,NA,0.216562,NA,0.461744,0.356383,95% CI,0.042468,0.290025,0.358047,0.454659,95% CI,0.00576,0.077235,-0.152112,0.006207,0.150433,0.00576
merged_site_adjusted,Merged,survival,1,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.887559,95% CI,0.030032,0.863077,0.919094,0.968248,0.886847,95% CrI,0.016289,0.855677,0.886648,0.916807,95% uncertainty interval,-7.12e-4,0.035931,-0.087089,-0.031854,0.05376,7.12e-4
merged_site_adjusted,Merged,survival,1,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.888184,95% CI,0.01741,0.846687,0.884801,0.915844,0.886847,95% CrI,0.016289,0.855677,0.886648,0.916807,95% uncertainty interval,-0.001337,0.023367,-0.041917,0.001706,0.048441,0.001337
merged_site_adjusted,Merged,survival,1,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.90848,95% CI,NA,0.872599,NA,0.945836,0.886847,95% CrI,0.016289,0.855677,0.886648,0.916807,95% uncertainty interval,-0.021633,0.026049,-0.068723,-0.021329,0.035241,0.021633
merged_site_adjusted,Merged,survival,1,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.888184,95% CI,0.01741,0.846687,0.884801,0.915844,0.887559,95% CI,0.030032,0.863077,0.919094,0.968248,95% CI,-6.25e-4,0.03659,-0.05063,0.033432,0.092501,6.25e-4
merged_site_adjusted,Merged,survival,1,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.90848,95% CI,NA,0.872599,NA,0.945836,0.887559,95% CI,0.030032,0.863077,0.919094,0.968248,95% CI,-0.020921,0.037715,-0.076405,0.01079,0.07347,0.020921
merged_site_adjusted,Merged,survival,1,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.90848,95% CI,NA,0.872599,NA,0.945836,0.888184,95% CI,0.01741,0.846687,0.884801,0.915844,95% CI,-0.020296,0.026917,-0.073874,-0.022855,0.03292,0.020296
merged_site_adjusted,Merged,survival,2,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.832431,95% CI,0.043068,0.802393,0.879259,0.953549,0.831228,95% CrI,0.021187,0.788218,0.830377,0.870265,95% uncertainty interval,-0.001203,0.051018,-0.128213,-0.049491,0.07083,0.001203
merged_site_adjusted,Merged,survival,2,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.831963,95% CI,0.022491,0.778622,0.828485,0.867096,0.831228,95% CrI,0.021187,0.788218,0.830377,0.870265,95% uncertainty interval,-7.35e-4,0.030763,-0.059178,0.001777,0.061613,7.35e-4
merged_site_adjusted,Merged,survival,2,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.846573,95% CI,NA,0.799792,NA,0.896089,0.831228,95% CrI,0.021187,0.788218,0.830377,0.870265,95% uncertainty interval,-0.015345,0.033357,-0.079559,-0.016296,0.051744,0.015345
merged_site_adjusted,Merged,survival,2,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.831963,95% CI,0.022491,0.778622,0.828485,0.867096,0.832431,95% CI,0.043068,0.802393,0.879259,0.953549,95% CI,4.68e-4,0.050971,-0.069634,0.05108,0.132424,4.68e-4
merged_site_adjusted,Merged,survival,2,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.846573,95% CI,NA,0.799792,NA,0.896089,0.832431,95% CI,0.043068,0.802393,0.879259,0.953549,95% CI,-0.014142,0.05236,-0.085068,0.032295,0.122252,0.014142
merged_site_adjusted,Merged,survival,2,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.846573,95% CI,NA,0.799792,NA,0.896089,0.831963,95% CI,0.022491,0.778622,0.828485,0.867096,95% CI,-0.01461,0.034401,-0.083786,-0.016946,0.050009,0.01461
merged_site_adjusted,Merged,survival,3,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.793636,95% CI,0.05236,0.758681,0.851938,0.943492,0.79234,95% CrI,0.024989,0.742803,0.791991,0.837737,95% uncertainty interval,-0.001296,0.060654,-0.158224,-0.059373,0.0779,0.001296
merged_site_adjusted,Merged,survival,3,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.791774,95% CI,0.026479,0.728336,0.788505,0.832705,0.79234,95% CrI,0.024989,0.742803,0.791991,0.837737,95% uncertainty interval,5.66e-4,0.035683,-0.064152,0.003921,0.074061,5.66e-4
merged_site_adjusted,Merged,survival,3,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.801204,95% CI,NA,0.747049,NA,0.859285,0.79234,95% CrI,0.024989,0.742803,0.791991,0.837737,95% uncertainty interval,-0.008864,0.038077,-0.080639,-0.00912,0.068773,0.008864
merged_site_adjusted,Merged,survival,3,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.791774,95% CI,0.026479,0.728336,0.788505,0.832705,0.793636,95% CI,0.05236,0.758681,0.851938,0.943492,95% CI,0.001862,0.061468,-0.078639,0.065229,0.159507,0.001862
merged_site_adjusted,Merged,survival,3,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.801204,95% CI,NA,0.747049,NA,0.859285,0.793636,95% CI,0.05236,0.758681,0.851938,0.943492,95% CI,-0.007568,0.063209,-0.088999,0.051002,0.152637,0.007568
merged_site_adjusted,Merged,survival,3,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.801204,95% CI,NA,0.747049,NA,0.859285,0.791774,95% CI,0.026479,0.728336,0.788505,0.832705,95% CI,-0.00943,0.039269,-0.089793,-0.013012,0.065461,0.00943
merged_site_adjusted,Merged,survival,4,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.763391,95% CI,0.059671,0.724827,0.830882,0.937007,0.762208,95% CrI,0.028159,0.707803,0.76213,0.814052,95% uncertainty interval,-0.001183,0.069211,-0.179815,-0.066635,0.089331,0.001183
merged_site_adjusted,Merged,survival,4,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.760069,95% CI,0.029809,0.6889,0.75694,0.805868,0.762208,95% CrI,0.028159,0.707803,0.76213,0.814052,95% uncertainty interval,0.002139,0.040198,-0.072342,0.004301,0.083295,0.002139
merged_site_adjusted,Merged,survival,4,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.787264,95% CI,NA,0.731041,NA,0.84781,0.762208,95% CrI,0.028159,0.707803,0.76213,0.814052,95% uncertainty interval,-0.025056,0.041516,-0.106185,-0.025056,0.056321,0.025056
merged_site_adjusted,Merged,survival,4,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.760069,95% CI,0.029809,0.6889,0.75694,0.805868,0.763391,95% CI,0.059671,0.724827,0.830882,0.937007,95% CI,0.003322,0.070301,-0.086489,0.071896,0.18654,0.003322
merged_site_adjusted,Merged,survival,4,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.787264,95% CI,NA,0.731041,NA,0.84781,0.763391,95% CI,0.059671,0.724827,0.830882,0.937007,95% CI,-0.023873,0.070474,-0.11905,0.041262,0.154725,0.023873
merged_site_adjusted,Merged,survival,4,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.787264,95% CI,NA,0.731041,NA,0.84781,0.760069,95% CI,0.029809,0.6889,0.75694,0.805868,95% CI,-0.027195,0.042532,-0.114268,-0.02983,0.053235,0.027195
merged_site_adjusted,Merged,survival,5,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.738527,95% CI,0.065719,0.696363,0.813965,0.931733,0.737572,95% CrI,0.030884000000000002,0.679946,0.737486,0.794281,95% uncertainty interval,-9.55e-4,0.077446,-0.193908,-0.077398,0.108346,9.55e-4
merged_site_adjusted,Merged,survival,5,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.733751,95% CI,0.032654,0.656209,0.730748,0.784105,0.737572,95% CrI,0.030884000000000002,0.679946,0.737486,0.794281,95% uncertainty interval,0.003821,0.044258,-0.080787,0.005772,0.093323,0.003821
merged_site_adjusted,Merged,survival,5,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.760866,95% CI,NA,0.699821,NA,0.827236,0.737572,95% CrI,0.030884000000000002,0.679946,0.737486,0.794281,95% uncertainty interval,-0.023294,0.044864,-0.110257,-0.02249,0.066944,0.023294
merged_site_adjusted,Merged,survival,5,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.733751,95% CI,0.032654,0.656209,0.730748,0.784105,0.738527,95% CI,0.065719,0.696363,0.813965,0.931733,95% CI,0.004776,0.078675,-0.103432,0.083113,0.206015,0.004776
merged_site_adjusted,Merged,survival,5,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.760866,95% CI,NA,0.699821,NA,0.827236,0.738527,95% CI,0.065719,0.696363,0.813965,0.931733,95% CI,-0.022339,0.07833,-0.136918,0.053062,0.177677,0.022339
merged_site_adjusted,Merged,survival,5,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.760866,95% CI,NA,0.699821,NA,0.827236,0.733751,95% CI,0.032654,0.656209,0.730748,0.784105,95% CI,-0.027115,0.045829,-0.117198,-0.030143,0.06229,0.027115
merged_site_adjusted,Merged,survival,6,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.7174,95% CI,0.070884,0.672043,0.799672,0.927045,0.71674,95% CrI,0.033276,0.655378,0.716513,0.778152,95% uncertainty interval,-6.6e-4,0.081056,-0.213317,-0.081432,0.102878,6.6e-4
merged_site_adjusted,Merged,survival,6,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.711199,95% CI,0.035123,0.628395,0.7086,0.764911,0.71674,95% CrI,0.033276,0.655378,0.716513,0.778152,95% uncertainty interval,0.005541,0.047001,-0.084289,0.007944,0.103661,0.005541
merged_site_adjusted,Merged,survival,6,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.725774,95% CI,NA,0.652163,NA,0.807694,0.71674,95% CrI,0.033276,0.655378,0.716513,0.778152,95% uncertainty interval,-0.009034,0.05213,-0.107762,-0.009215,0.097779,0.009034
merged_site_adjusted,Merged,survival,6,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.711199,95% CI,0.035123,0.628395,0.7086,0.764911,0.7174,95% CI,0.070884,0.672043,0.799672,0.927045,95% CI,0.006201,0.081969,-0.09784,0.091694,0.223476,0.006201
merged_site_adjusted,Merged,survival,6,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.725774,95% CI,NA,0.652163,NA,0.807694,0.7174,95% CI,0.070884,0.672043,0.799672,0.927045,95% CI,-0.008374,0.086047,-0.116102,0.071654,0.223188,0.008374
merged_site_adjusted,Merged,survival,6,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.725774,95% CI,NA,0.652163,NA,0.807694,0.711199,95% CI,0.035123,0.628395,0.7086,0.764911,95% CI,-0.014575,0.053465,-0.116587,-0.016713,0.091564,0.014575
merged_site_adjusted,Merged,survival,7,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.699032,95% CI,0.075392,0.651992,0.787623,0.923107,0.698707,95% CrI,0.035406,0.63277,0.697618,0.764228,95% uncertainty interval,-3.25e-4,0.088953,-0.230833,-0.09253,0.115172,3.25e-4
merged_site_adjusted,Merged,survival,7,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.691449,95% CI,0.037289,0.603398,0.68927,0.748471,0.698707,95% CrI,0.035406,0.63277,0.697618,0.764228,95% uncertainty interval,0.007258,0.04952,-0.091176,0.008032,0.103068,0.007258
merged_site_adjusted,Merged,survival,7,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.725774,95% CI,NA,0.652163,NA,0.807694,0.698707,95% CrI,0.035406,0.63277,0.697618,0.764228,95% uncertainty interval,-0.027067,0.052898,-0.129921,-0.028234,0.074147,0.027067
merged_site_adjusted,Merged,survival,7,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.691449,95% CI,0.037289,0.603398,0.68927,0.748471,0.699032,95% CI,0.075392,0.651992,0.787623,0.923107,95% CI,0.007583,0.089558,-0.103113,0.098216,0.239319,0.007583
merged_site_adjusted,Merged,survival,7,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.725774,95% CI,NA,0.652163,NA,0.807694,0.699032,95% CI,0.075392,0.651992,0.787623,0.923107,95% CI,-0.026742,0.090538,-0.147459,0.06375,0.20623,0.026742
merged_site_adjusted,Merged,survival,7,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.725774,95% CI,NA,0.652163,NA,0.807694,0.691449,95% CI,0.037289,0.603398,0.68927,0.748471,95% CI,-0.034325,0.054557,-0.142087,-0.03537,0.071286,0.034325
merged_site_adjusted,Merged,survival,8,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.682792,95% CI,0.07939,0.633804,0.776441,0.920184,0.682826,95% CrI,0.037327,0.612375,0.681589,0.75231,95% uncertainty interval,3.4e-5,0.091824,-0.244243,-0.093383,0.114999,3.4e-5
merged_site_adjusted,Merged,survival,8,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.673871,95% CI,0.039209,0.582365,0.671751,0.734559,0.682826,95% CrI,0.037327,0.612375,0.681589,0.75231,95% uncertainty interval,0.008955,0.052371,-0.091631,0.009341,0.114676,0.008955
merged_site_adjusted,Merged,survival,8,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.682826,95% CrI,0.037327,0.612375,0.681589,0.75231,95% uncertainty interval,0.033449,0.074832,-0.106446,0.033099,0.185604,0.033449
merged_site_adjusted,Merged,survival,8,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.673871,95% CI,0.039209,0.582365,0.671751,0.734559,0.682792,95% CI,0.07939,0.633804,0.776441,0.920184,95% CI,0.008921,0.092832,-0.114102,0.103458,0.255025,0.008921
merged_site_adjusted,Merged,survival,8,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.682792,95% CI,0.07939,0.633804,0.776441,0.920184,95% CI,0.033415,0.106067,-0.09913,0.124228,0.31378,0.033415
merged_site_adjusted,Merged,survival,8,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.649377,95% CI,NA,0.538256,NA,0.783438,0.673871,95% CI,0.039209,0.582365,0.671751,0.734559,95% CI,0.024494,0.076015,-0.118693,0.022196,0.176738,0.024494
merged_site_adjusted,Merged,survival,9,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.668246,95% CI,0.082981,0.618302,0.766081,0.917492,0.668651,95% CrI,0.039075,0.594975,0.667851,0.741946,95% uncertainty interval,4.05e-4,0.095521,-0.251791,-0.096458,0.12016,4.05e-4
merged_site_adjusted,Merged,survival,9,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.658031,95% CI,0.040925,0.563018,0.656056,0.721668,0.668651,95% CrI,0.039075,0.594975,0.667851,0.741946,95% uncertainty interval,0.01062,0.054902,-0.095391,0.013141,0.122711,0.01062
merged_site_adjusted,Merged,survival,9,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.668651,95% CrI,0.039075,0.594975,0.667851,0.741946,95% uncertainty interval,0.019274,0.075566,-0.122113,0.019737,0.172815,0.019274
merged_site_adjusted,Merged,survival,9,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.658031,95% CI,0.040925,0.563018,0.656056,0.721668,0.668246,95% CI,0.082981,0.618302,0.766081,0.917492,95% CI,0.010215,0.095882,-0.108971,0.107777,0.266663,0.010215
merged_site_adjusted,Merged,survival,9,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.668246,95% CI,0.082981,0.618302,0.766081,0.917492,95% CI,0.018869,0.107752,-0.113914,0.113471,0.303724,0.018869
merged_site_adjusted,Merged,survival,9,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.649377,95% CI,NA,0.538256,NA,0.783438,0.658031,95% CI,0.040925,0.563018,0.656056,0.721668,95% CI,0.008654,0.076525,-0.133147,0.006029,0.163613,0.008654
merged_site_adjusted,Merged,survival,10,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.655082,95% CI,0.086238,0.602819,0.757246,0.915125,0.655865,95% CrI,0.04068,0.579656,0.65561,0.733446,95% uncertainty interval,7.83e-4,0.096698,-0.257004,-0.104105,0.114296,7.83e-4
merged_site_adjusted,Merged,survival,10,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.643617,95% CI,0.042468,0.545341,0.641953,0.709975,0.655865,95% CrI,0.04068,0.579656,0.65561,0.733446,95% uncertainty interval,0.012248,0.057391,-0.099275,0.015198,0.127579,0.012248
merged_site_adjusted,Merged,survival,10,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.655865,95% CrI,0.04068,0.579656,0.65561,0.733446,95% uncertainty interval,0.006488,0.074495,-0.133361,0.006749,0.157373,0.006488
merged_site_adjusted,Merged,survival,10,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.643617,95% CI,0.042468,0.545341,0.641953,0.709975,0.655082,95% CI,0.086238,0.602819,0.757246,0.915125,95% CI,0.011465,0.099671,-0.102842,0.11479,0.282368,0.011465
merged_site_adjusted,Merged,survival,10,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.649377,95% CI,NA,0.538256,NA,0.783438,0.655082,95% CI,0.086238,0.602819,0.757246,0.915125,95% CI,0.005705,0.109598,-0.127712,0.106615,0.305178,0.005705
merged_site_adjusted,Merged,survival,10,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.649377,95% CI,NA,0.538256,NA,0.783438,0.643617,95% CI,0.042468,0.545341,0.641953,0.709975,95% CI,-0.00576,0.075419,-0.152482,-0.008184,0.146914,0.00576
PNU,PNU,risk,1,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.241488,95% CI,0.058274,0.12018,0.222192,0.349545,0.223898,95% CrI,0.05605,0.130389,0.219907,0.35699,95% uncertainty interval,-0.01759,0.084244,-0.173745,-0.003123,0.158938,0.01759
PNU,PNU,risk,1,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.222887,95% CI,0.064659,0.141862,0.236711,0.397764,0.223898,95% CrI,0.05605,0.130389,0.219907,0.35699,95% uncertainty interval,0.001011,0.086313,-0.192249,-0.019458,0.152287,0.001011
PNU,PNU,risk,1,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.169858,95% CI,NA,0.052361,NA,0.272787,0.223898,95% CrI,0.05605,0.130389,0.219907,0.35699,95% uncertainty interval,0.05404,0.090784,-0.149369,0.045594,0.208562,0.05404
PNU,PNU,risk,1,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.222887,95% CI,0.064659,0.141862,0.236711,0.397764,0.241488,95% CI,0.058274,0.12018,0.222192,0.349545,95% CI,0.018601,0.089842,-0.193128,-0.01567,0.155355,0.018601
PNU,PNU,risk,1,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.169858,95% CI,NA,0.052361,NA,0.272787,0.241488,95% CI,0.058274,0.12018,0.222192,0.349545,95% CI,0.07163,0.093923,-0.144572,0.049307,0.224247,0.07163
PNU,PNU,risk,1,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.169858,95% CI,NA,0.052361,NA,0.272787,0.222887,95% CI,0.064659,0.141862,0.236711,0.397764,95% CI,0.053029,0.095909,-0.133297,0.06469,0.236017,0.053029
PNU,PNU,risk,2,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.303494,95% CI,0.070101,0.141194,0.278297,0.421442,0.289526,95% CrI,0.069144,0.156445,0.288209,0.436714,95% uncertainty interval,-0.013968,0.105047,-0.20686,0.013317,0.207047,0.013968
PNU,PNU,risk,2,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.311603,95% CI,0.083809,0.207852,0.320896,0.536714,0.289526,95% CrI,0.069144,0.156445,0.288209,0.436714,95% uncertainty interval,-0.022077,0.109397,-0.250497,-0.033635,0.180904,0.022077
PNU,PNU,risk,2,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.298819,95% CI,NA,0.132606,NA,0.433182,0.289526,95% CrI,0.069144,0.156445,0.288209,0.436714,95% uncertainty interval,-0.009293,0.112167,-0.235782,-0.011293,0.202291,0.009293
PNU,PNU,risk,2,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.311603,95% CI,0.083809,0.207852,0.320896,0.536714,0.303494,95% CI,0.070101,0.141194,0.278297,0.421442,95% CI,-0.008109,0.11008,-0.254496,-0.043121,0.181523,0.008109
PNU,PNU,risk,2,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.298819,95% CI,NA,0.132606,NA,0.433182,0.303494,95% CI,0.070101,0.141194,0.278297,0.421442,95% CI,0.004675,0.112819,-0.246448,-0.022127,0.197182,0.004675
PNU,PNU,risk,2,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.298819,95% CI,NA,0.132606,NA,0.433182,0.311603,95% CI,0.083809,0.207852,0.320896,0.536714,95% CI,0.012784,0.117672,-0.207879,0.020749,0.245903,0.012784
PNU,PNU,risk,3,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.333188,95% CI,0.077329,0.148385,0.306058,0.453017,0.325737,95% CrI,0.078765,0.170982,0.325101,0.494518,95% uncertainty interval,-0.007451,0.119144,-0.213434,0.018994,0.250506,0.007451
PNU,PNU,risk,3,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.36968,95% CI,0.094854,0.251623,0.375898,0.619457,0.325737,95% CrI,0.078765,0.170982,0.325101,0.494518,95% uncertainty interval,-0.043943,0.123783,-0.293171,-0.052538,0.189756,0.043943
PNU,PNU,risk,3,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.298819,95% CI,NA,0.132606,NA,0.433182,0.325737,95% CrI,0.078765,0.170982,0.325101,0.494518,95% uncertainty interval,0.026918,0.11814,-0.204208,0.025482,0.25512,0.026918
PNU,PNU,risk,3,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.36968,95% CI,0.094854,0.251623,0.375898,0.619457,0.333188,95% CI,0.077329,0.148385,0.306058,0.453017,95% CI,-0.036492,0.124887,-0.314933,-0.069365,0.178187,0.036492
PNU,PNU,risk,3,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.298819,95% CI,NA,0.132606,NA,0.433182,0.333188,95% CI,0.077329,0.148385,0.306058,0.453017,95% CI,0.034369,0.116495,-0.219517,0.003955,0.240524,0.034369
PNU,PNU,risk,3,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.298819,95% CI,NA,0.132606,NA,0.433182,0.36968,95% CI,0.094854,0.251623,0.375898,0.619457,95% CI,0.070861,0.123793,-0.160218,0.076881,0.31641,0.070861
PNU,PNU,risk,4,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.350729,95% CI,0.082462,0.151223,0.32419,0.47733,0.349679,95% CrI,0.086453,0.183428,0.350087,0.5318,95% uncertainty interval,-0.00105,0.129197,-0.229946,0.026117,0.275348,0.00105
